Gene	Gene_hs	gene_length_hs	exon_length_gencode_v25_hs	Gene_sum_all	Gene_mean_all	Gene_sum0_all	Gene_mean0_all	Gene_var_all	Gene_cv_all
Wdr90	WDR90	18523	10534	487	0.04884653961885657	9617	0.9645937813440321	0.08979955213217142	6.13484059128048
Sft2d2	SFT2D2	27088	11221	2593	0.2600802407221665	8501	0.8526579739217653	0.6189800316789469	3.0250388806518074
Fam76a	FAM76A	37144	4034	5206	0.5221664994984955	7248	0.7269809428284855	1.3238640990681947	2.203498184582451
Ncmap	NCMAP	53218	4122	217	0.02176529588766299	9820	0.9849548645937813	0.04657206648534227	9.915124660397089
Rnf223	RNF223	3342	1902	121	0.012136409227683049	9859	0.9888665997993982	0.014197160646348716	9.817717611850918
Klhl17	KLHL17	5129	3395	4501	0.4514543630892678	7559	0.7581745235707121	1.0746317495972721	2.296233132510263
Ppp1r42	PPP1R42	92506	2250	78	0.0078234704112337	9907	0.9936810431293882	0.011976102849626219	13.98808665737465
Traf5	TRAF5	48332	9022	76	0.007622868605817452	9922	0.9951855566700101	0.01960283498705566	18.36711765972497
Zfp612	ZNF23	15499	7287	5796	0.5813440320962888	6812	0.6832497492477432	1.2681843705456826	1.9371264885489683
Rell1	RELL1	95577	1947	5211	0.5226680040120361	7633	0.7655967903711134	1.8801662183863255	2.623446474289421
AW549877	C5orf51	17449	5572	7076	0.7097291875626881	6343	0.6362086258776329	1.6683675663362845	1.8199237948703433
Kcnj14	KCNJ14	11472	4340	167	0.016750250752256772	9850	0.9879638916750251	0.030514866899826777	10.428802122083178
Tifab	TIFAB	8182	5923	56	0.005616850551654965	9935	0.9964894684052157	0.017021311703190628	23.227562841051032
Tmem82	TMEM82	5561	1520	12	0.0012036108324974925	9958	0.9987963891675025	0.0012022827435058713	28.808272678433006
Rnf144b	RNF144B	81525	5175	547	0.054864593781344034	9571	0.9599799398194584	0.09940706863292255	5.746672738288075
Slc26a8	SLC26A8	81355	6036	NA	NA	NA	NA	NA	NA
Zfp553	ZNF48	22003	3744	1279	0.12828485456369107	8920	0.8946840521564694	0.17423248781352585	3.25378747260684
Olfr745	OR11H6	1174	1174	3	3.0090270812437313e-4	9968	0.9997993981945837	5.014642684196636e-4	74.42072560692883
Olfr574	OR51T1	1065	1065	NA	NA	NA	NA	NA	NA
Olfr1512	OR10G3	942	942	NA	NA	NA	NA	NA	NA
Olfr183	OR5H15	29439	1265	NA	NA	NA	NA	NA	NA
Olfr96	OR11A1	31568	2864	NA	NA	NA	NA	NA	NA
Olfr308	OR6F1	927	927	NA	NA	NA	NA	NA	NA
Olfr821	OR6C74	1105	1105	2	2.0060180541624874e-4	9968	0.9997993981945837	2.0058168285576965e-4	70.60099113925044
Olfr1193	OR4S2	936	936	NA	NA	NA	NA	NA	NA
Mief2	MIEF2	6019	3969	1147	0.11504513540621866	9015	0.9042126379137412	0.15016984950236406	3.3683957690116855
Slc8a2	SLC8A2	44152	5546	3939	0.3950852557673019	8277	0.8301905717151454	1.554695473721797	3.155962575775048
Large2	LARGE2	7476	3115	NA	NA	NA	NA	NA	NA
Ankrd13b	ANKRD13B	24993	3971	4577	0.45907723169508524	7304	0.7325977933801404	0.9230417805729355	2.0927865021100662
Kansl1l	KANSL1L	149961	8491	1501	0.15055165496489467	8999	0.9026078234704112	0.311066502748289	3.7045980120621307
Fam227b	FAM227B	293970	6020	52	0.005215646940822468	9929	0.9958876629889669	0.007997671417301356	17.14642536089712
Ms4a15	MS4A15	19780	2195	11	0.0011033099297893681	9963	0.9992978936810432	0.0031084224687302955	50.53269876423387
Cpne2	CPNE2	55831	7781	1189	0.11925777331995988	9153	0.9180541624874624	0.24969430309184143	4.190034709464347
Bend6	BEND6	72217	5588	5887	0.5904714142427282	7616	0.7638916750250753	2.265713189322205	2.549198116377445
Sdk1	SDK1	967553	12062	390	0.03911735205616851	9636	0.9664994984954864	0.051032624405466374	5.775033432433843
9330182L06Rik	KIAA1324L	182794	8115	2563	0.2570712136409228	8095	0.8119358074222668	0.4022596528677215	2.4671740553047834
Tmem196	TMEM196	54289	4087	389	0.03901705115346038	9643	0.9672016048144433	0.05354823624248209	5.930866416650017
Zfp3	ZFP3	18127	5206	443	0.044433299899699095	9584	0.961283851554664	0.057911129315320824	5.415922600175561
Tmem52b	TMEM52B	21260	3489	NA	NA	NA	NA	NA	NA
Slc16a11	SLC16A11	2294	2041	478	0.04794383149448345	9568	0.959679037111334	0.06531074817390278	5.33039743340233
Prss42	PRSS42	4554	1857	NA	NA	NA	NA	NA	NA
Cep120	CEP120	78708	6057	5233	0.5248746238716149	7153	0.7174523570712137	1.2224226194482737	2.1064691944345397
Lrrc34	LRRC34	19559	4851	87	0.00872617853560682	9916	0.9945837512537613	0.024901276202969426	18.083675630601793
Zfp791	ZNF791	22923	6642	173	0.017352056168505516	9846	0.9875626880641926	0.035309268159579556	10.829126159750533
Tbc1d24	TBC1D24	30617	12213	5833	0.5850551654964895	7119	0.7140421263791374	1.4948714233783706	2.0898018138255807
Fam149a	FAM149A	68249	5218	1055	0.10581745235707121	9275	0.9302908726178536	0.21600587699501353	4.392132996866409
Lpcat4	LPCAT4	8661	4799	2342	0.23490471414242728	8366	0.8391173520561686	0.4116614664939749	2.731356421414673
Ankrd44	ANKRD44	344157	9189	1824	0.18294884653961885	8882	0.8908726178535606	0.42735493067626995	3.573260543579995
Saxo1	SAXO1	121697	2365	NA	NA	NA	NA	NA	NA
Tecrl	TECRL	134212	6023	32	0.0032096288866599798	9953	0.9982948846539619	0.00881706208001072	29.255473347896963
Slc38a6	SLC38A6	102620	5147	1178	0.11815446339017051	9019	0.9046138415245737	0.16138168744371345	3.399984944774391
Ankrd13d	ANKRD13D	13939	6643	4566	0.4579739217652959	7738	0.7761283851554664	1.2547789219801042	2.4459234370978358
Tmtc3	TMTC3	57592	7327	1046	0.1049147442326981	9246	0.9273821464393179	0.20004606054093665	4.263129010671709
Kdm4b	KDM4B	184483	14716	2877	0.28856569709127383	7875	0.7898696088264794	0.43242015141623086	2.278810745595954
Slc6a17	SLC6A17	51717	6644	7188	0.720962888665998	7406	0.7428284854563691	3.320264696185054	2.527396872264661
Kdm4a	KDM4A	55358	5172	2112	0.21183550651955868	8647	0.8673019057171515	0.43440700273153693	3.111355623808897
Dtx4	DTX4	37158	6072	2347	0.2354062186559679	8618	0.8643931795386158	0.5912831382098951	3.2664785891068084
Zbtb41	ZBTB41	46863	8562	2385	0.23921765295887662	8197	0.8221664994984955	0.359561229581009	2.50664714366867
Serinc2	SERINC2	25116	3549	361	0.0362086258776329	9712	0.974122367101304	0.06298813181444222	6.931341877024297
Fgd5	FGD5	115604	8046	460	0.04613841524573721	9631	0.9659979939819459	0.0825334867074893	6.226620870226714
Kctd13	KCTD13	22024	4861	9790	0.9819458375125376	5404	0.5420260782347042	2.344944352568187	1.5594761492671916
Otop2	OTOP2	9638	2778	24	0.002407221664994985	9947	0.9976930792377131	0.0026022897662794785	21.191502196117966
Zfp647	ZNF250	25672	7357	480	0.048144433299899696	9641	0.967001003009027	0.09999906430093772	6.568283493408889
Ccdc142	CCDC142	11423	4897	195	0.019558676028084254	9786	0.9815446339017051	0.02138489900436589	7.47677219685808
Klhl31	KLHL31	17808	5743	NA	NA	NA	NA	NA	NA
Mgat5b	MGAT5B	81938	6386	1415	0.141925777331996	8951	0.8977933801404213	0.2503937230489744	3.5257412540538797
Arhgap39	ARHGAP39	76639	4888	3189	0.3198595787362086	8122	0.8146439317953862	0.7528305550617143	2.7126218633941837
Nfatc3	NFATC3	144509	8806	1460	0.1464393179538616	8812	0.883851554663992	0.21047232378246183	3.132851436028105
Tph2	TPH2	247773	6929	1407	0.141123370110331	9840	0.9869608826479438	6.634611236659119	18.2519302665713
Zfp445	ZNF445	45951	18871	19638	1.9697091273821465	3600	0.36108324974924777	5.926457233069456	1.2359345701619342
Nhsl1	NHSL1	270529	8741	1175	0.11785356068204614	9126	0.915346038114343	0.21170850297909477	3.904149524570428
Wdr88	WDR88	43706	1841	NA	NA	NA	NA	NA	NA
Cnbd1	CNBD1	748778	2584	NA	NA	NA	NA	NA	NA
Trim65	TRIM65	16669	3906	NA	NA	NA	NA	NA	NA
Klhl35	KLHL35	8237	5041	224	0.02246740220661986	9776	0.9805416248746238	0.03099280789504636	7.835696428417184
Slc25a41	SLC25A41	7743	1649	26	0.002607823470411234	9948	0.9977933801404213	0.0034037713501624337	22.371855192054632
Atp11c	ATP11C	218931	7407	1626	0.16308926780341024	9001	0.9028084252758275	0.3963102468203084	3.8600441120301565
Hmgcll1	HMGCLL1	144846	4800	1126	0.11293881644934804	9053	0.9080240722166499	0.1565684514673522	3.503554647659167
Pdzd9	PDZD9	17246	1331	9	9.027081243731193e-4	9961	0.9990972918756269	9.019837121958715e-4	33.26993837871642
4930453N24Rik	C3orf38	18987	3478	1596	0.1600802407221665	8866	0.8892678034102307	0.2865394659251101	3.3439093438058003
Taar6	TAAR6	1038	1038	NA	NA	NA	NA	NA	NA
Krt73	KRT73	10990	2652	611	0.06128385155466399	9885	0.9914744232698094	1.6388359481091483	20.889194272684517
Ankrd46	ANKRD46	50033	5820	18199	1.8253761283851555	3807	0.3818455366098295	5.5444858902115115	1.2899660326480935
Erich3	ERICH3	105628	8779	159	0.015947843530591775	9831	0.9860581745235707	0.021111876103785326	9.110903531823947
Chchd10	CHCHD10	2610	1360	10082	1.01123370110331	6892	0.6912738214643932	5.462207024323044	2.3111734690542787
Ano6	ANO6	224418	8235	2e3	0.20060180541624875	8489	0.8514543630892678	0.3042227293778215	2.7495460125542497
Ccdc40	CCDC40	63982	9961	285	0.028585757271815445	9732	0.9761283851554664	0.041814932207596814	7.153457426536274
Clvs2	CLVS2	76957	11485	2443	0.24503510531594785	8541	0.8566700100300902	0.540312893741914	2.999814203281514
Agrn	AGRN	35996	10758	21360	2.1424272818455368	3711	0.37221664994984954	8.589001229790284	1.3679343097581973
Odf3l1	ODF3L1	3712	1196	13	0.001303911735205617	9960	0.9989969909729187	0.0021048298873951577	35.18522292317773
Ccdc125	CCDC125	52635	7932	97	0.009729187562688065	9885	0.9914744232698094	0.01224358198479479	11.373068918351539
Cep295	CEP295	68720	9495	4905	0.49197592778335003	7010	0.7031093279839519	0.9507330799701743	1.9819169373665322
Ccdc171	CCDC171	508767	15144	258	0.025877632898696087	9742	0.9771313941825477	0.03223227713031763	6.93778674938297
P4ha3	P4HA3	75857	4009	308	0.030892678034102308	9749	0.9778335005015045	0.057627149680559375	7.770661867060727
Vwc2l	VWC2L	167895	5230	883	0.08856569709127382	9368	0.9396188565697091	0.16920418191076386	4.644511055507358
Tmem215	TMEM215	3901	3581	415	0.04162487462387161	9715	0.9744232698094283	0.10389464109048983	7.743612909281359
Sh3pxd2b	SH3PXD2B	129343	8242	2841	0.28495486459378133	8323	0.8348044132397192	0.6138472494421775	2.7495022643187563
Ppfia2	PPFIA2	501579	8573	8661	0.8687061183550652	6432	0.645135406218656	3.0662189095121657	2.0157130083462684
Cdnf	CDNF	19326	1733	NA	NA	NA	NA	NA	NA
Tgm6	TGM6	51846	2292	30	0.003009027081243731	9942	0.9971915747241725	0.0034015176233887744	19.382521138922655
B4galnt4	B4GALNT4	12321	3761	1914	0.19197592778335004	8604	0.8629889669007021	0.30740877462359995	2.8880942025858816
Edrf1	EDRF1	44629	7741	1545	0.15496489468405217	8734	0.8760280842527582	0.20740086645733166	2.938813036892506
Abca13	ABCA13	476038	19074	43	0.004312938816449348	9928	0.9957873620862587	0.004495390072313439	15.545703985544588
Myo1g	MYO1G	16437	8653	NA	NA	NA	NA	NA	NA
Mss51	MSS51	9983	2423	277	0.02778335005015045	9789	0.9818455366098295	0.055903702681924794	8.510119842720325
Crip3	CRIP3	9088	2453	204	0.020461384152457372	9788	0.9817452357071214	0.0256621403985253	7.829092589881932
Trim66	TRIM66	59830	10816	1605	0.16098294884653963	9019	0.9046138415245737	0.37923787411990206	3.8253922464084122
1700024G13Rik	C10orf53	30611	4316	50	0.0050150451354062184	9945	0.9974924774322969	0.017027710677422984	26.019759924145763
Vwa5b2	VWA5B2	11901	5730	1073	0.10762286860581745	9136	0.9163490471414243	0.16325816651479164	3.7543338896722465
Spred3	SPRED3	11167	5864	1169	0.1172517552657974	9148	0.9175526579739217	0.20462761541722163	3.85800484592427
Gpr183	GPR183	12876	1700	558	0.0559679037111334	9824	0.9853560682046139	0.4633132620853834	12.161813108281873
Plk5	PLK5	11383	2353	1436	0.1440320962888666	9143	0.9170511534603811	0.4641558741828857	4.730125285777183
Ccser1	CCSER1	1474379	10428	704	0.07061183550651956	9390	0.9418254764292878	0.09853438336878424	4.445456866537801
Cyp26c1	CYP26C1	8729	4364	43	0.004312938816449348	9930	0.995987963891675	0.004896633928266895	16.2246568935792
Prss41	PRSS41	6648	957	126	0.012637913741223672	9875	0.9904714142427282	0.023914898472124163	12.23654703612119
Ccdc108	CFAP65	38682	10519	255	0.025576730190571714	9809	0.983851554663992	0.06685504401659186	10.109322875113472
Lmod3	LMOD3	16161	4276	25	0.0025075225677031092	9957	0.9986960882647944	0.007316412071000846	34.11176793139513
A830080D01Rik	CXorf23	57439	8630	1194	0.1197592778335005	8992	0.9019057171514544	0.16561414607952657	3.398126533704636
Klhl14	KLHL14	100392	4992	136	0.013640922768304914	9880	0.9909729187562688	0.030910305397082005	12.888663878020768
Nup210l	NUP210L	162432	5889	59	0.005917753259779338	9919	0.9948846539618856	0.007688920910590131	14.817530966453923
Ralgapa2	RALGAPA2	322936	11366	2688	0.2696088264794383	8247	0.8271815446339017	0.5123173311689507	2.654822060887957
Fam160b1	FAM160B1	78089	6216	3408	0.34182547642928784	7518	0.754062186559679	0.5058740873035397	2.0807350797691164
Tmem132b	TMEM132B	475542	15703	10021	1.0051153460381144	5515	0.5531594784353059	2.7427765189439315	1.647704423292832
Nipal1	NIPAL1	126032	5983	NA	NA	NA	NA	NA	NA
Mettl11b	METTL11B	21790	1204	4	4.0120361083249747e-4	9967	0.9996990972918757	6.017048034463508e-4	61.14020720692439
Fnip1	FNIP1	155350	7942	7498	0.7520561685055166	5852	0.5869608826479439	1.458429416044301	1.6058036098760258
Soga3	SOGA3	46398	4325	13305	1.3345035105315948	4428	0.4441323971915747	3.7882867682191925	1.458484113581383
Rnf157	RNF157	97921	7802	6108	0.6126379137412237	7396	0.7418254764292879	2.207042594329281	2.4249427357500424
1700001L19Rik	C5orf49	21113	2385	2362	0.23691073219658976	8628	0.8653961885656971	0.5443291052815382	3.1141967229948175
Dennd3	DENND3	78531	14670	261	0.02617853560682046	9734	0.9763289869608827	0.030711947257159176	6.694348656250865
1810041L15Rik	KIAA1644	69185	6751	5409	0.5425275827482448	7844	0.7867602808425276	2.2869363331241592	2.787437985296638
Odf3b	ODF3B	2871	2301	202	0.020260782347041123	9884	0.9913741223671013	0.11294084882795644	16.58705606447276
Gxylt1	GXYLT1	63035	7497	2409	0.2416248746238716	8443	0.8468405215646941	0.4864004089709192	2.8863920788504753
Enpp4	ENPP4	16707	4651	10169	1.0199598796389167	6014	0.60320962888666	3.3968329806351547	1.8069827543941592
Taf4b	TAF4B	165750	5395	343	0.03440320962888666	9666	0.9695085255767302	0.041649082064127985	5.932035690399788
Lipm	LIPM	17817	1511	NA	NA	NA	NA	NA	NA
Kcnq5	KCNQ5	577055	7570	2387	0.23941825476429288	8861	0.8887662988966901	0.8754648034785468	3.9080677558990606
Rc3h2	RC3H2	60786	11545	11399	1.1433299899699096	5234	0.524974924774323	3.10263631701605	1.5406140014165048
Dennd4b	DENND4B	17196	7584	1683	0.16880641925777332	8651	0.867703109327984	0.25427814187874087	2.987208641379043
4930538K18Rik	TMEM269	10241	4373	142	0.01424272818455366	9868	0.9897693079237713	0.027282328478061325	11.597050028860648
Mthfd2l	MTHFD2L	188926	9819	691	0.06930792377131394	9415	0.944332998996991	0.09901777757789369	4.5401865542379
Gm15800	HECTD4	222252	21629	9926	0.9955867602808425	5453	0.5469408224674022	2.6963392333686786	1.6493322574965665
Lmod2	LMOD2	8484	2731	NA	NA	NA	NA	NA	NA
Tepp	TEPP	11682	3103	16	0.0016048144433299899	9954	0.9983951855566701	0.0016023997360724966	24.943684690888617
Isx	ISX	21252	3384	NA	NA	NA	NA	NA	NA
Cep126	CEP126	86044	8191	1257	0.12607823470411234	9106	0.9133400200601806	0.2329741858739022	3.8283689216671872
Satl1	SATL1	16762	2272	23	0.0023069207622868604	9951	0.9980942828485456	0.003706183250322741	26.389476000237647
Cdc42bpg	CDC42BPG	21183	6112	138	0.013841524573721163	9845	0.9874623871614845	0.016660634929163056	9.325279253252232
Rbm20	RBM20	195073	8162	130	0.013039117352056168	9850	0.9879638916750251	0.01487660896220611	9.354138152677136
Rasef	RASEF	83593	6649	28	0.0028084252758274826	9948	0.9977933801404213	0.004205172443803474	23.09027109733777
Ankrd65	ANKRD65	3350	2644	NA	NA	NA	NA	NA	NA
Arhgap42	ARHGAP42	304285	6944	455	0.04563691073219659	9654	0.9683049147442327	0.09451652177920059	6.736551391137725
Cntn5	CNTN5	1337934	9103	1370	0.1374122367101304	9188	0.9215646940822467	0.3582852077146275	4.356011626104844
Ccdc15	CCDC15	87369	4823	320	0.0320962888665998	9746	0.9775325977933801	0.06176438836018538	7.7430890248023845
Arl5c	ARL5C	10591	3418	NA	NA	NA	NA	NA	NA
Arhgef37	ARHGEF37	83022	5324	148	0.014844533600802408	9856	0.9885656970912738	0.023854249074840128	10.404382686803952
Tmem212	TMEM212	95367	2719	740	0.07422266800401203	9855	0.9884653961885657	2.4196083083235056	20.9573309727794
Serpina11	SERPINA11	10327	1476	14	0.0014042126379137413	9959	0.9988966900702106	0.0020042472688403257	31.881795581753
Ten1	TEN1	21367	1303	6952	0.6972918756268807	5798	0.5815446339017051	1.1405784813563975	1.5316092541603876
Golga7b	GOLGA7B	21342	6458	4594	0.46078234704112336	7595	0.7617853560682046	1.3272310058875596	2.5002154057380226
Fignl2	FIGNL2	1957	1957	246	0.024674022066198596	9809	0.983851554663992	0.051954076694925785	9.237827892808674
Olfr1396	OR2V2	948	948	3	3.0090270812437313e-4	9968	0.9997993981945837	5.014642684196637e-4	74.42072560692884
Crybg3	CRYBG3	122924	10929	1671	0.16760280842527583	8960	0.8986960882647944	0.42380737357020404	3.8842123310066743
Rbbp8	RBBP8	228228	5091	505	0.05065195586760281	9552	0.958074222668004	0.07076143668240151	5.25172650443821
Tmem213	TMEM213	40150	4813	2	2.0060180541624874e-4	9968	0.9997993981945837	2.0058168285576965e-4	70.60099113925044
Mrgprg	MRGPRG	870	870	NA	NA	NA	NA	NA	NA
Hnrnpul2	HNRNPUL2	14720	5293	11075	1.1108324974924775	4584	0.45977933801404214	2.244009438285767	1.348539783056905
Gpr137c	GPR137C	84566	6193	406	0.040722166499498495	9612	0.9640922768304915	0.050302618156405215	5.507625723648078
Chsy3	CHSY3	282163	3938	698	0.0700100300902708	9405	0.9433299899699097	0.10684451790520522	4.668913819040516
Aadacl2	AADACL2	27424	5071	4	4.0120361083249747e-4	9967	0.9996990972918757	6.017048034463508e-4	61.14020720692439
Plscr5	PLSCR5	29662	2140	5	5.015045135406219e-4	9965	0.9994984954864594	5.013032879358308e-4	44.64526760756653
Troap	TROAP	8496	3954	80	0.00802407221664995	9905	0.993480441323972	0.01177230155709379	13.521842109657966
Kbtbd11	KBTBD11	33059	6710	5005	0.5020060180541625	7363	0.7385155466399198	1.3289657818877438	2.2964023146888723
Cdkl4	CDKL4	53943	2074	751	0.0753259779338014	9518	0.9546639919759278	0.19805699574397784	5.90813370140644
Gm1661	C1orf228	50900	3166	83	0.008324974924774324	9923	0.9952858575727181	0.020895679313997766	17.3638215222039
Fkbp15	FKBP15	60356	11060	2270	0.22768304914744233	8475	0.850050150451354	0.441885793804324	2.9196064938114548
Hltf	HLTF	56428	6024	3848	0.3859578736208626	7181	0.7202607823470412	0.5441703382793581	1.9112941374997099
Sbk2	SBK2	7357	1092	NA	NA	NA	NA	NA	NA
Adrb2	ADRB2	3443	3443	377	0.03781344032096289	9849	0.987863590772317	0.3710246095896275	16.108502413039734
Apc	APC	138742	12440	13031	1.3070210631895687	4174	0.4186559679037111	3.0600068738666595	1.338377461911479
Apoe	APOE	3640	2191	29435	2.952357071213641	7859	0.7882647943831494	236.64383284269502	5.210491761822157
Atm	ATM	146619	22317	3326	0.3336008024072217	7974	0.7997993981945838	0.6895820775597934	2.4892349851955236
Btk	BTK	41350	4575	79	0.007923771313941825	9918	0.9947843530591776	0.016488516608104988	16.205366595886176
Cyp19a1	CYP19A1	130554	8437	15	0.0015045135406218655	9957	0.9986960882647944	0.0019036445277250146	28.99992178808928
Ext1	EXT1	317364	8325	4797	0.48114343029087264	7585	0.7607823470411234	1.3599112212754223	2.4237103561379323
Fbn1	FBN1	237544	16057	796	0.079839518555667	9436	0.9464393179538616	0.16856733305544075	5.142434852204911
Nr3c1	NR3C1	157582	9172	13472	1.3512537612838516	5053	0.5068204613841525	4.377962616910819	1.5484568534283394
Shh	SHH	12288	5038	688	0.06900702106318957	9612	0.9640922768304915	0.25484232816817387	7.315474521624184
Ncf1	NCF1	15351	3462	182	0.018254764292878634	9866	0.989568706118355	0.05704460155468915	13.083714109175508
Atxn7	ATXN7	138906	9172	2663	0.2671013039117352	8033	0.8057171514543631	0.41465635747648205	2.4108387092957835
Tyr	TYR	118308	3016	NA	NA	NA	NA	NA	NA
Was	WAS	14834	2381	31	0.0031093279839518556	9953	0.9982948846539619	0.00751365340881708	27.877835009788182
Gp1bb	GP1BB	1827	1553	16548	1.6597793380140422	5922	0.5939819458375125	14.6604445294958	2.3068705013166526
F10	F10	26716	2356	NA	NA	NA	NA	NA	NA
Rfx2	RFX2	206409	9094	168	0.016850551654964893	9853	0.9882647943831494	0.03422300203851599	10.978548584834009
Comt	COMT	28369	5270	12053	1.208926780341023	4927	0.4941825476429288	3.14071677365329	1.4659339021452207
Cyp7a1	CYP7A1	10059	2950	NA	NA	NA	NA	NA	NA
Drd1	DRD1	4170	4054	2252	0.22587763289869608	9451	0.9479438314944835	2.9380402819452436	7.588494873527115
Hmgcr	HMGCR	25776	6215	31460	3.155466399197593	3099	0.31083249749247743	19.845423521039596	1.4117787018759256
Igf1r	IGF1R	315560	13509	6869	0.6889669007021063	6372	0.6391173520561685	1.6595933753713743	1.8698315706245892
P4ha1	P4HA1	89758	3093	5673	0.5690070210631896	6424	0.6443329989969909	0.9402169896186704	1.7041052798710803
Pnlip	PNLIP	21925	1539	NA	NA	NA	NA	NA	NA
Ptgs2	PTGS2	8637	5269	342	0.034302908726178534	9755	0.9784353059177533	0.1033472168939359	9.37170145190431
Aanat	AANAT	16767	2190	16	0.0016048144433299899	9955	0.9984954864593781	0.0018030216640492246	26.45913536459857
Actn2	ACTN2	78178	5530	835	0.08375125376128385	9527	0.9555667001003009	0.2583075236341988	6.06844207426122
Hcn2	HCN2	27267	3408	3828	0.3839518555667001	7958	0.7981945837512537	1.0733506166005289	2.6983236153364123
C1qbp	C1QBP	16054	2335	7544	0.7566700100300903	6416	0.643530591775326	1.9706772438893572	1.8552448274260338
Casp9	CASP9	35703	5269	1539	0.1543630892678034	8768	0.8794383149448345	0.2234361726970459	3.062198083014378
Elavl3	ELAVL3	29721	4761	60170	6.035105315947844	1097	0.11003009027081244	31.16959706484284	0.9250830868150545
Elf4	ELF4	45843	4316	33	0.0033099297893681044	9945	0.9974924774322969	0.0061080120691093245	23.611912311632864
Fhl1	FHL1	64658	5997	7561	0.7583751253761284	6088	0.6106318956870612	2.0402172411506765	1.8834501363554013
Foxo3	FOXO3	124940	7721	133	0.013340020060180542	9851	0.9880641925777331	0.0173764447118062	9.88152511467707
Gtf3c1	GTF3C1	90359	11562	5489	0.5505516549648947	7093	0.7114343029087262	1.3380501520611587	2.10105839699902
Ifrd1	IFRD1	58050	7489	8402	0.8427281845536609	6692	0.6712136409227683	3.6219678797652866	2.2583163480049455
Arvcf	ARVCF	46913	5621	1951	0.19568706118355064	8495	0.8520561685055166	0.2940329565283271	2.7709959709871215
Bnc1	BNC1	28814	4795	10	0.0010030090270812437	9960	0.9989969909729187	0.0010021035118596838	31.561050516738703
Cd22	CD22	28095	6248	NA	NA	NA	NA	NA	NA
Cd79a	CD79A	4250	1503	57	0.005717151454363089	9918	0.9947843530591776	0.006688145487722069	14.304515693463186
Chml	CHML	7078	7661	1531	0.1535606820461384	9165	0.9192577733199598	0.46322585974394237	4.432169549153672
Chn1	CHN1	206007	4971	68823	6.903009027081244	5248	0.5263791374122367	247.71523821137401	2.2800161340665897
Atf2	ATF2	96133	5751	11254	1.1287863590772318	5456	0.5472417251755266	3.3069152688278494	1.6110157310435276
Mpp3	MPP3	32372	4491	2689	0.2697091273821464	8528	0.8553660982948846	0.7167972872373768	3.1390810747933204
Glra2	GLRA2	202515	3713	1345	0.13490471414242727	9270	0.9297893681043129	0.44633896674475226	4.9522809611032965
Hlf	HLF	60054	6602	6039	0.6057171514543631	7928	0.79518555667001	3.6632635291771596	3.159833577996783
Hmox1	HMOX1	13854	2405	560	0.05616850551654965	9520	0.954864593781344	0.10859119639991294	5.8668426472346304
Foxn2	FOXN2	64658	5481	2403	0.24102306920762287	8206	0.8230692076228686	0.3851762026977713	2.5749637006859123
Insm1	INSM1	2829	2829	852	0.08545636910732196	9337	0.9365095285857573	0.16462946870504178	4.747985148812593
Isg20	ISG20	20331	7363	116	0.011634904714142427	9868	0.9897693079237713	0.015312503867304593	10.635557864389085
Krt34	KRT34	4754	1751	NA	NA	NA	NA	NA	NA
Ly75	LY75	101395	8798	108	0.010832497492477432	9900	0.9929789368104313	0.022352301160679353	13.801698086300043
Mef2c	MEF2C	187141	11755	17166	1.721765295887663	7598	0.762086258776329	66.05960246070744	4.7205654999109345
Mgat3	MGAT3	34851	5457	9474	0.9502507522567704	5004	0.5019057171514544	1.7766400213782083	1.4026893461878276
Mgmt	MGMT	300824	3557	102	0.010230692076228686	9880	0.9909729187562688	0.012735125830898253	11.030535756255198
Myc	MYC	6001	3001	585	0.058676028084252756	9511	0.9539618856569709	0.09415934633069636	5.229630558338241
Ndufb5	NDUFB5	22958	5871	36201	3.6309929789368103	2175	0.2181544633901705	20.23687663451786	1.2389287553167443
Oaz2	OAZ2	15709	7671	13310	1.3350050150451354	4436	0.44493480441323974	3.617723267102944	1.424737234229615
Pappa	PAPPA	248519	11573	495	0.04964894684052156	9637	0.9665997993981946	0.11680447099146773	6.883664460648735
Parn	PARN	197028	4382	2607	0.26148445336008025	8326	0.8351053159478435	0.53960377471063	2.809257937753077
Pcdhgc3	PCDHGC3	37033	5432	142	0.01424272818455366	9847	0.9876629889669007	0.02026056099887585	9.99384356661338
Pigf	PIGF	36183	4978	3732	0.3743229689067202	7531	0.7553660982948847	0.6559360698204554	2.1636364035447913
Exosc10	EXOSC10	33264	6003	2805	0.2813440320962889	7797	0.7820461384152457	0.3709328909589638	2.164761048551606
Ppm1g	PPM1G	28494	4092	4989	0.5004012036108325	7152	0.7173520561685055	1.125338388522977	2.119938301528974
Hhex	HHEX	5696	2525	91	0.009127382146439317	9895	0.9924774322968907	0.01305741882081192	12.51936880012091
Htra1	HTRA1	53384	2120	2631	0.2638916750250752	8865	0.8891675025075225	1.5613101618024905	4.734988225611873
Psd	PSD	18923	6338	5755	0.5772316950852557	7654	0.7677031093279839	2.201728517883876	2.5705834916993044
Rad52	RAD52	77977	4190	1565	0.15697091273821465	8737	0.8763289869608827	0.21379682230561683	2.9456520102386667
Rfx4	RFX4	179897	6783	1120	0.1123370110330993	9336	0.9364092276830491	0.2969387649355931	4.850768900716873
Sdc4	SDC4	23137	2613	1925	0.19307923771313942	9329	0.9357071213640923	1.1450820009431444	5.542206694330782
